new_filename,style
garden-under-snow-1879.jpg,Impressionism
renoir46778.jpg,Impressionism
a-bar-at-the-folies-bergere-1882-1.jpg,Impressionism
a-canal-at-st-mammes.jpg,Impressionism
a-dancer-in-a-cabaret-1904.jpg,Impressionism
a-henhouse-1884.jpg,Impressionism
a-woman-pouring-water-study-of-suzanne-leenhoff-1858.jpg,Impressionism
a-woman-reading1.jpg,Impressionism
a-young-girl-1880.jpg,Impressionism
a-young-man-peeling-a-pear-portrait-of-leon-leenhoff-1868.jpg,Impressionism
a-young-merchant-s-wife-1914.jpg,Impressionism
Caillebotte_Gustave_Hors_D_Oeuvre42.jpg,Impressionism
Caillebotte_Gustave_Interior44.jpg,Impressionism
Caillebotte_Gustave_Interior_of_a_Studio_with_Stove45.jpg,Impressionism
Caillebotte_Gustave_In_a_Cafe43.jpg,Impressionism
Caillebotte_Gustave_L_Europe_Le_Pont_De46.jpg,Impressionism
Caillebotte_Gustave_Man_in_a_Smock_aka_Father_Magloire_on_the_Road_between_Saint_Clair_and_Etretat47.jpg,Impressionism
Caillebotte_Gustave_Melon_and_Bowl_of_Figs_Gustave_Caillebotte_1880_188248.jpg,Impressionism
Caillebotte_Gustave_Norman_Landscape49.jpg,Impressionism
Caillebotte_Gustave_Oarsmen50.jpg,Impressionism
Caillebotte_Gustave_Perissoires_aka_The_Canoes51.jpg,Impressionism
Caillebotte_Gustave_Portrait_of_Henri_Cordier52.jpg,Impressionism
Caillebotte_Gustave_Portrait_of_Jules_Dubois53.jpg,Impressionism
Caillebotte_Gustave_Portrait_of_Jules_Richemont54.jpg,Impressionism
Caillebotte_Gustave_Portrait_of_Paul_Hugot55.jpg,Impressionism
Caillebotte_Gustave_Regatta_at_Argenteuil56.jpg,Impressionism
Caillebotte_Gustave_Rising_Road57.jpg,Impressionism
Caillebotte_Gustave_Rooftops_Under_Snow58.jpg,Impressionism
Caillebotte_Gustave_Self_Portrait262.jpg,Impressionism
Caillebotte_Gustave_Self_Portrait60.jpg,Impressionism
Caillebotte_Gustave_Self_Portrait_with_Easel61.jpg,Impressionism
Caillebotte_Gustave_Still_Life_Oysters63.jpg,Impressionism
Caillebotte_Gustave_Still_Life_With_Crayfish64.jpg,Impressionism
Caillebotte_Gustave_The_Argenteuil_Bridge_and_the_Seine65.jpg,Impressionism
Caillebotte_Gustave_The_Basin_at_Argenteuil66.jpg,Impressionism
Caillebotte_Gustave_The_Gardenerspg67.jpg,Impressionism
Caillebotte_Gustave_The_Gennevilliers_Plain_Seen_from_the_Slopes_of_Argenteuil68.jpg,Impressionism
Caillebotte_Gustave_The_House_Painters69.jpg,Impressionism
Caillebotte_Gustave_The_Kitchen_Garden_Yerres70.jpg,Impressionism
Caillebotte_Gustave_The_Man_on_the_Balcony272.jpg,Impressionism
Caillebotte_Gustave_The_Man_on_the_Balcony71.jpg,Impressionism
Caillebotte_Gustave_The_Orange_Trees73.jpg,Impressionism
Caillebotte_Gustave_The_Parc_Monceau74.jpg,Impressionism
abandoned-garden-in-rouen.jpg,Impressionism
Alfred Sisley 2814.jpg,Impressionism
argenteuil1.jpg,Impressionism
barges-on-the-loing-morning-effect.jpg,Impressionism
blue-barge-1882.jpg,Impressionism
Caillebotte_Gustave_A_Road_Near_Naples26.jpg,Impressionism
Caillebotte_Gustave_Game_of_Bezique41.jpg,Impressionism
Caillebotte_Gustave_Sailing_Boats_at_Argenteuil59.jpg,Impressionism
Caillebotte_Gustave_The_Park_at_Yerres75.jpg,Impressionism
Camarlench_Ignacio_Pinazo_Una_rosa93.jpg,Impressionism
Cassatt_Mary_Motherhood125.jpg,Impressionism
Cassatt_Mary_Portrait_Of_A_Woman135.jpg,Impressionism
Cassatt_Mary_The_Letter160.jpg,Impressionism
chadwick7183.jpg,Impressionism
degas105191.jpg,Impressionism
degas27215.jpg,Impressionism
degas79244.jpg,Impressionism
farm-in-osny-1883.jpg,Impressionism
Caillebotte_Gustave_The_Pont_du_Europe76.jpg,Impressionism
Caillebotte_Gustave_The_Yellow_Fields_at_Gennevilliers77.jpg,Impressionism
Caillebotte_Gustave_The_Yerres_Effect_of_Light78.jpg,Impressionism
Caillebotte_Gustave_The_Yerres_Rain_aka_Riverbank_in_the_Rain79.jpg,Impressionism
Caillebotte_Gustave_White_and_Yellow_Chrysanthemums_Garden_at_Petit_Gennevilliers80.jpg,Impressionism
Caillebotte_Gustave_Woman_at_a_Dressing_Table81.jpg,Impressionism
Caillebotte_Gustave_Woman_Sitting_on_a_Red_Flowered_Sofa82.jpg,Impressionism
Caillebotte_Gustave_Young_Man_Playing_the_Piano83.jpg,Impressionism
calves-in-a-field-bordered-by-willow-trees.jpg,Impressionism
Camarlench_Ignacio_Pinazo_Autorretrato84.jpg,Impressionism
Camarlench_Ignacio_Pinazo_Clase_de_dibujo85.jpg,Impressionism
Camarlench_Ignacio_Pinazo_El_guardavia86.jpg,Impressionism
Camarlench_Ignacio_Pinazo_El_invierno_Retrato_de_D._Manuel_Comas87.jpg,Impressionism
Camarlench_Ignacio_Pinazo_Enamorados88.jpg,Impressionism
Camarlench_Ignacio_Pinazo_Figura_femenina_sentada89.jpg,Impressionism
Camarlench_Ignacio_Pinazo_Flores_y_libros90.jpg,Impressionism
Camarlench_Ignacio_Pinazo_Juegos_icarios91.jpg,Impressionism
Camarlench_Ignacio_Pinazo_Retrato_del_Conde_Guaki92.jpg,Impressionism
camille-on-the-beach-at-trouville.jpg,Impressionism
carnival-on-the-grands-boulevards-1903.jpg,Impressionism
cart-on-the-snow-covered-road-with-saint-simeon-farm.jpg,Impressionism
Cassatt_Mary_At_The_Opera95.jpg,Impressionism
Cassatt_Mary_Auguste_Reading_to_Her_Daughter96.jpg,Impressionism
Cassatt_Mary_Autumn_aka_Profile_of_Lydia_Cassatt97.jpg,Impressionism
Cassatt_Mary_A_Musical_Party94.jpg,Impressionism
Cassatt_Mary_Bust_of_Francoise_Looking_Down98.jpg,Impressionism
Cassatt_Mary_Celeste_in_a_Brown_Hat99.jpg,Impressionism
Cassatt_Mary_Child_with_Bangs_in_a_Blue_Dress100.jpg,Impressionism
Cassatt_Mary_During_Carnival101.jpg,Impressionism
Cassatt_Mary_Feeding_the_Ducks102.jpg,Impressionism
Cassatt_Mary_Girl_with_a_Banjo103.jpg,Impressionism
Cassatt_Mary_Jules_Standing_by_His_Mother105.jpg,Impressionism
Cassatt_Mary_Lady_with_a_Fan_aka_Portrait_of_Anne_Charlotte_Gaillard106.jpg,Impressionism
Cassatt_Mary_Leontine_in_a_Pink_Fluffy_Hat107.jpg,Impressionism
Cassatt_Mary_Little_Ann_Sucking_Her_Finger_Embraced_by_Her_Mother108.jpg,Impressionism
Cassatt_Mary_Little_Girl_in_a_Large_Red_Hat109.jpg,Impressionism
Cassatt_Mary_Louise_Nursing_Her_Child110.jpg,Impressionism
Cassatt_Mary_Louisine_W_Havemeyer111.jpg,Impressionism
Cassatt_Mary_Margot_in_a_Dark_Red_Costume_Seated_on_a_Round_Backed_Chair112.jpg,Impressionism
Cassatt_Mary_Mother-s_Goodnight_Kiss126.jpg,Impressionism
Cassatt_Mary_Mother_And_Child_1908113.jpg,Impressionism
Cassatt_Mary_Mother_And_Child_In_A_Boat114.jpg,Impressionism
Cassatt_Mary_Mother_and_Child_Reading115.jpg,Impressionism
Cassatt_Mary_Mother_and_Child_Smiling_at_Each_Other116.jpg,Impressionism
Cassatt_Mary_Mother_Berthe_Holding_Her_Baby117.jpg,Impressionism
Cassatt_Mary_Mother_Combing_Sara-s_Hair_no.2118.jpg,Impressionism
Cassatt_Mary_Mother_Holding_a_Child_in_Her_Arms119.jpg,Impressionism
Cassatt_Mary_Mother_Holding_Her_Baby120.jpg,Impressionism
Cassatt_Mary_Mother_Jeanne_Nursing_Her_Baby121.jpg,Impressionism
Cassatt_Mary_Mother_Playing_with_Her_Child122.jpg,Impressionism
Cassatt_Mary_Mother_Rose_Nursing_Her_Child123.jpg,Impressionism
Cassatt_Mary_Mother_Wearing_A_Sunflower_On_Her_Dress124.jpg,Impressionism
Cassatt_Mary_Mrs._Duffee_Seated_on_a_Striped_Sofa_Reading128.jpg,Impressionism
Cassatt_Mary_Mrs._Gardner_Cassatt_in_Black129.jpg,Impressionism
Cassatt_Mary_Mrs._Robert_S._Cassatt_aka_Katherine_Kelson_Johnston_Cassatt130.jpg,Impressionism
Cassatt_Mary_Nude_Baby_on_Mother-s_Lap_Resting_Her_Arm_on_the_Back_of_the_Chair131.jpg,Impressionism
Cassatt_Mary_Nude_Child132.jpg,Impressionism
Cassatt_Mary_Portrait_of_Alexander_J._Cassat_and_His_Son_Robert_Kelso_Cassatt136.jpg,Impressionism
Cassatt_Mary_Portrait_of_a_Lady_aka_Miss_Mary_Ellison133.jpg,Impressionism
Cassatt_Mary_Portrait_of_a_Lady_aka_Reading_-Le_Figaro-134.jpg,Impressionism
Cassatt_Mary_Portrait_of_Marie_Louise_Durand_Ruel137.jpg,Impressionism
Cassatt_Mary_Portrait_of_Mrs._H._O._Hevemeyer138.jpg,Impressionism
Cassatt_Mary_Portrait_of_Mrs._William_Harrison139.jpg,Impressionism
Cassatt_Mary_Profile_of_an_Italian_Woman140.jpg,Impressionism
Cassatt_Mary_Reine_Lefebvre_Holding_a_Nude_Baby141.jpg,Impressionism
Cassatt_Mary_Reverie_aka_Woman_with_a_Red_Zinnia142.jpg,Impressionism
Cassatt_Mary_Roman_Girl143.jpg,Impressionism
Cassatt_Mary_Sara_and_Her_Mother_with_the_Baby144.jpg,Impressionism
Cassatt_Mary_Sara_in_a_Large_Flowered_Hat_Looking_Right_Holding_Her_Dog145.jpg,Impressionism
Cassatt_Mary_Self_Portrait146.jpg,Impressionism
Cassatt_Mary_Sketch_of_-Ellen_Mary_Cassatt_in_a_Big_Blue_Hat-147.jpg,Impressionism
Cassatt_Mary_The_Banjo_Lesson148.jpg,Impressionism
Cassatt_Mary_The_Child-s_Bath150.jpg,Impressionism
Cassatt_Mary_The_Chrochet_Lesson152.jpg,Impressionism
Cassatt_Mary_The_Coiffure_study153.jpg,Impressionism
Cassatt_Mary_The_Fitting154.jpg,Impressionism
Cassatt_Mary_The_Garden155.jpg,Impressionism
Cassatt_Mary_The_Garden_Reading156.jpg,Impressionism
Cassatt_Mary_The_Lamp159.jpg,Impressionism
Cassatt_Mary_The_Long_Gloves161.jpg,Impressionism
Cassatt_Mary_The_Sisters162.jpg,Impressionism
Cassatt_Mary_The_Two_Sisters163.jpg,Impressionism
Cassatt_Mary_The_Visit164.jpg,Impressionism
Cassatt_Mary_Two_Women_in_a_Theater_Box165.jpg,Impressionism
Cassatt_Mary_Woman_Arranging_Her_Veil166.jpg,Impressionism
Cassatt_Mary_Woman_at_Her_Toilette167.jpg,Impressionism
Cassatt_Mary_Woman_in_a_Black_Hat_and_a_Raspberry_Pink_Costume168.jpg,Impressionism
Cassatt_Mary_Woman_in_Raspberry_Costume_Holding_a_Dog169.jpg,Impressionism
Cassatt_Mary_Woman_Reading_In_A_Garden170.jpg,Impressionism
Cassatt_Mary_Woman_With_A_Pearl_Necklace_In_A_Loge171.jpg,Impressionism
Cassatt_Mary_Young_Mother_Sewing172.jpg,Impressionism
Cassatt_Mary_Young_Thomas_And_His_Mother173.jpg,Impressionism
Cassatt_Mary_Young_Woman_In_Green_Outdoors_In_The_Sun174.jpg,Impressionism
Cassatt_Mary_Young_Woman_Picking_Fruit175.jpg,Impressionism
Cassatt_Mary_Young_Woman_Trying_on_a_Dress176.jpg,Impressionism
cattle-drinking-1885.jpg,Impressionism
chadwick1177.jpg,Impressionism
chadwick2178.jpg,Impressionism
chadwick3179.jpg,Impressionism
chadwick4180.jpg,Impressionism
chadwick5181.jpg,Impressionism
chadwick6182.jpg,Impressionism
Impression_soleil_levant.jpg,Impressionism
in-the-bar-le-bouchon.jpg,Impressionism
in-the-bois-de-boulogne-1909.jpg,Impressionism
in-the-box-1909.jpg,Impressionism
in-the-forest-saint-cloud-1873.jpg,Impressionism
in-the-garden-1870.jpg,Impressionism
in-the-oise-valley-1874.jpg,Impressionism
infantry-guards-wandering-along-the-river.jpg,Impressionism
ingeborg-thaulow-1883.jpg,Impressionism
interior-at-arcachon-1871.jpg,Impressionism
interior-of-a-cafe.jpg,Impressionism
interior-of-the-painter-s-house-rue-carcel-1881.jpg,Impressionism
irises-in-monet-s-garden-03.jpg,Impressionism
irrigation-ditch-with-mature-willow.jpg,Impressionism
jean-monet-in-the-craddle.jpg,Impressionism
jeanne-marguerite-lecadre-in-the-garden.jpg,Impressionism
Mary Cassatt 41516.jpg,Impressionism
Mary Cassatt 43517.jpg,Impressionism
Mary Cassatt 44518.jpg,Impressionism
Mary Cassatt 4515.jpg,Impressionism
Mary Cassatt 45519.jpg,Impressionism
Mary Cassatt 46520.jpg,Impressionism
Mary Cassatt 47521.jpg,Impressionism
Mary Cassatt 48522.jpg,Impressionism
Mary Cassatt 50525.jpg,Impressionism
Mary Cassatt 52526.jpg,Impressionism
Mary Cassatt 53527.jpg,Impressionism
Mary Cassatt 54528.jpg,Impressionism
Mary Cassatt 5524.jpg,Impressionism
Mary Cassatt 55529.jpg,Impressionism
Mary Cassatt 56530.jpg,Impressionism
Mary Cassatt 57531.jpg,Impressionism
Mary Cassatt 59532.jpg,Impressionism
Mary Cassatt 60534.jpg,Impressionism
Mary Cassatt 61535.jpg,Impressionism
Mary Cassatt 63537.jpg,Impressionism
Mary Cassatt 6533.jpg,Impressionism
Mary Cassatt 66540.jpg,Impressionism
Mary Cassatt 67541.jpg,Impressionism
Mary Cassatt 68542.jpg,Impressionism
Mary Cassatt 70545.jpg,Impressionism
Mary Cassatt 71546.jpg,Impressionism
Mary Cassatt 72547.jpg,Impressionism
Mary Cassatt 74549.jpg,Impressionism
Mary Cassatt 7544.jpg,Impressionism
Mary Cassatt 76551.jpg,Impressionism
Mary Cassatt 77552.jpg,Impressionism
Mary Cassatt 79554.jpg,Impressionism
Mary Cassatt 81557.jpg,Impressionism
Mary Cassatt 82558.jpg,Impressionism
Mary Cassatt 83559.jpg,Impressionism
Mary Cassatt 8555.jpg,Impressionism
Mary Cassatt 9560.jpg,Impressionism
Mary Cassatt483.jpg,Impressionism
meditation-madame-monet-sitting-on-a-sofa-1871.jpg,Impressionism
still-life-post-bottle-cup-and-fruit.jpg,Impressionism
still-life-skull-and-waterjug.jpg,Impressionism
still-life-vase-with-flowers-on-the-window-1881.jpg,Impressionism
still-life-with-a-mandolin-1885.jpg,Impressionism
still-life-with-apples-and-biscuits-1877.jpg,Impressionism
still-life-with-apples-servettes-and-a-milkcan.jpg,Impressionism
still-life-with-carafe-and-ceramic-figure-1885.jpg,Impressionism
still-life-with-flowers-1880.jpg,Impressionism
still-life-with-fruit-plate-1880.jpg,Impressionism
still-life-with-italian-earthenware-jar.jpg,Impressionism
still-life-with-melon.jpg,Impressionism
still-life-with-oranges-1881.jpg,Impressionism
still-life-with-oysters-1876.jpg,Impressionism
still-life-with-pears-and-grapes.jpg,Impressionism
still-life-with-red-mullet-and-jug-1876.jpg,Impressionism
still-life-with-seven-apples-1878.jpg,Impressionism
still-life.jpg,Impressionism
chadwick8184.jpg,Impressionism
chestnut-trees-and-farmstead-of-jas-de-bouffin-1876.jpg,Impressionism
chicken-coup.jpg,Impressionism
china-asters-hat-and-book.jpg,Impressionism
claudine-from-back-1906.jpg,Impressionism
clay-jug-and-irin-mug-1880.jpg,Impressionism
clearing-1873.jpg,Impressionism
clovis-gauguin-asleep-1884.jpg,Impressionism
conversation-1885.jpg,Impressionism
corner-of-a-cafe-concert-1880.jpg,Impressionism
corner-of-the-garden-rue-carsal.jpg,Impressionism
cottages-of-auvers.jpg,Impressionism
couple-in-a-garden.jpg,Impressionism
couples-relaxing-by-a-pond.jpg,Impressionism
croquet-1873.jpg,Impressionism
dahlias-in-a-copper-vase-1885.jpg,Impressionism
dahlias-in-a-delft-vase.jpg,Impressionism
daisies-and-peonies-in-blue-vase-1876.jpg,Impressionism
degas100188.jpg,Impressionism
degas10187.jpg,Impressionism
degas103189.jpg,Impressionism
degas104190.jpg,Impressionism
degas30216.jpg,Impressionism
degas31217.jpg,Impressionism
degas34218.jpg,Impressionism
degas37219.jpg,Impressionism
degas38220.jpg,Impressionism
degas44221.jpg,Impressionism
degas45222.jpg,Impressionism
degas46223.jpg,Impressionism
degas51225.jpg,Impressionism
degas5224.jpg,Impressionism
degas54226.jpg,Impressionism
degas55227.jpg,Impressionism
degas56228.jpg,Impressionism
degas57229.jpg,Impressionism
degas60230.jpg,Impressionism
degas63231.jpg,Impressionism
degas65232.jpg,Impressionism
degas67233.jpg,Impressionism
degas69234.jpg,Impressionism
degas70235.jpg,Impressionism
degas71236.jpg,Impressionism
degas72237.jpg,Impressionism
degas73238.jpg,Impressionism
degas74239.jpg,Impressionism
degas75240.jpg,Impressionism
degas76241.jpg,Impressionism
degas77242.jpg,Impressionism
degas78243.jpg,Impressionism
degas80245.jpg,Impressionism
degas81246.jpg,Impressionism
degas82247.jpg,Impressionism
degas83248.jpg,Impressionism
degas87249.jpg,Impressionism
degas88250.jpg,Impressionism
degas89251.jpg,Impressionism
degas90253.jpg,Impressionism
degas92254.jpg,Impressionism
degas9252.jpg,Impressionism
